episode,total_reward,total_energy_cost_p,avg_comfort_penalty,violations
39,-4200.245999360189,1668.7098540126337,62.04199110535618,32
40,-3091.7733108932703,1656.883248571531,45.585351873836885,61
41,-3047.234609113238,1169.3516771715479,45.063952017407836,91
42,-4175.5094280319745,1125.7989724853267,61.84142036580753,61
43,-3483.808916797122,1416.8437723377408,51.441548234380456,60
44,-3070.0162324629277,1476.7507977391344,45.260137150418814,94
45,-3651.288392847073,1993.517329386169,53.778542355049844,62
46,-3484.7816952900694,1601.1894279380522,51.44580218350162,61
47,-3161.346549597948,1254.9593296975338,46.7417762351785,95
48,-3198.8757975040717,2342.188875966088,46.9268157735826,95
49,-4296.575021734396,1137.171935800168,63.60612474729752,64
50,-3880.2501597377227,1450.2575220861459,57.34888406690476,63
51,-4057.303478250237,1218.5987425212459,60.071897372021,62
52,-3780.8222670620844,1590.5810797700306,55.854325081349465,63
53,-3201.017428128971,1380.8714064485184,47.291666666666664,96
54,-2930.051679984749,1535.0036653084348,43.197196527955064,88
55,-3470.552310122234,1061.902931866095,51.37670017090642,62
56,-4148.4504076542025,1008.2973663532653,61.433548516772895,64
57,-3209.2785884744926,1781.4294237246272,47.291666666666664,96
58,-4295.154113827551,1018.8393567397217,63.64549593292791,64
59,-3001.123710974874,1548.2873813441415,44.26946374029749,89
60,-3044.6108814059157,1373.780505447542,44.96406653715721,93
61,-4128.200363511629,1486.5614085796901,61.007725228274346,64
62,-3071.8881242423836,1262.3822395156842,45.39197142041772,94
63,-3988.6393130564147,891.6645521937393,59.10723247042471,61
64,-4046.4948669478326,1304.516398808882,59.86837111564961,64
65,-3485.8215632568713,1128.9320380153404,51.588436346675074,56
66,-3538.208998478531,1287.8066929194067,52.31179858065689,62
67,-3076.310028116019,1978.1845047839686,45.233576458636,61
68,-3650.1249922852453,1906.4239177598527,53.77003740967334,63
69,-2727.6465222234738,1253.5337191798376,40.225087021426724,81
70,-4912.513391521511,920.7111288585373,72.83332096643365,32
71,-3236.0475175047304,2304.8758752364492,47.5,96
72,-4280.91015950584,970.939228483913,63.47978236512146,64
73,-2991.374589481339,1565.7554282540946,44.08942679934906,90
74,-3074.749646517419,1602.4645355734183,45.30952910425524,93
75,-3174.5318934237257,1439.9427365367253,46.82340831388381,95
76,-4297.341481247075,1260.3836954899527,63.597973323471386,64
77,-2675.8658573820207,1508.6031035008161,39.39202076357147,60
78,-3151.8231083813107,1130.1357947451706,46.56949988819057,94
79,-3182.005437171972,937.7718585986212,47.083333333333336,96
80,-4202.429283441341,1368.856723839802,62.16223435959146,63
81,-3133.8147278726037,1374.1038347821775,46.23411683299046,94
82,-3214.3137051549534,1145.685257747731,47.5,96
83,-4309.854483419696,1732.8235105938852,63.63687519654491,32
84,-3630.686864066791,1611.7120954030472,53.55063425831444,63
85,-3176.879486727339,768.9852705786799,47.100443174341756,95
86,-3043.1595959783845,1759.016547995751,44.83302477706053,91
87,-4290.9244106715,978.1181744704875,63.63261974973346,64
88,-3177.3174196424648,1488.1972300429122,46.84082552145248,95
89,-3164.9698141988592,3388.948894617501,46.14569696884684,95
90,-4295.899088069676,1385.2666333536783,63.58175231253872,64
91,-3307.2912243924575,1434.2053982508141,48.81409399445596,62
92,-3119.4010574489216,1411.1278254730082,46.00414435921817,93
93,-4257.787236680386,1457.6662495216033,62.937260590624305,63
94,-3106.3755458586706,1564.603851032129,45.760914714851616,62
95,-4034.3060257639527,1382.2094962161634,59.622943985708766,32
96,-3171.3098084206335,1888.7716377187987,46.63964844741457,95
97,-3133.6487335211523,1314.215210144738,46.246494483902644,94
98,-3279.3812871035198,1346.0658614625638,48.40491026598615,32
99,-2949.7787699577157,1604.4146004110835,43.43735830281984,91
100,-3740.9660267292325,1120.6873004153817,55.35345655834709,32
101,-3216.6332009162047,1294.1600458101755,47.5,96
102,-3578.666822797598,1299.0788412065247,52.885941160319454,64
103,-4026.380608166441,1519.0070454743845,59.486614096085624,60
104,-3680.9635206853022,1323.8452607557444,54.40307463497303,63
105,-1157.9998681792508,1059.833985971932,16.92192244731864,30
106,-2266.203492926075,167.9177249319609,33.67329075040826,32
107,-1897.9758121491857,804.0858138236459,28.01330499810585,56
108,-2928.5349764021926,938.709479116107,43.352095041962336,64
109,-1609.6243120844363,360.647773911453,23.858799949497143,43
110,-3172.9549620540074,368.794556228903,47.106831412640304,96
111,-2555.3096336447866,662.7403112534515,37.831917074698175,62
112,-1982.0571484860588,625.3744908654381,29.30877468257069,53
113,-2267.2633336497256,1503.483238283355,33.33844745363184,58
114,-2955.743393679438,799.8758480734789,43.78416483211262,90
115,-3182.686217339366,1154.4748833105923,47.02450475704101,64
116,-2303.19329052413,338.88482132140217,34.17285110264438,76
117,-3200.7095408399323,435.47704199659825,47.5,96
118,-1815.2319762438983,612.0407152978157,26.83245776693366,57
119,-3250.6131218296982,2990.656091484938,47.5,96
120,-1864.2217683070123,988.9418599842138,27.44706742719238,58
121,-1669.595955007472,396.27524946763697,24.727238839555344,58
122,-1536.389799520319,780.7004673010634,22.630592115688952,44
123,-1630.1864048502212,743.7498398524997,24.037372143648387,60
124,-1565.7778085904768,535.0877896410154,23.141012690441325,47
125,-1687.1133011208974,1411.6352043697464,24.685723170141404,51
126,-1604.5467716925102,1003.7145075414426,23.57845954675123,36
127,-1816.3467793634265,413.42874433363147,26.90592566185646,71
128,-1802.6924627288597,500.65308010127455,26.67677680248266,67
129,-1216.754757582949,57.91136149580437,18.089234082634416,48
130,-439.6250566178607,347.27226534456656,6.438684692127521,4
131,-2509.8586173510084,99.2645099292809,37.319543558815816,64
132,-1873.5379272705188,1013.9362495601425,27.578261938680303,60
133,-2968.1642908591857,1981.5307700917251,43.5793701704963,89
134,-1343.5219379366113,96.79584415047825,19.964077694250015,32
135,-1724.814422788969,197.8144688009336,25.60800793769273,52
136,-3193.617398672833,80.86993364163911,47.5,96
137,-1899.62922913905,1158.8783687652788,27.923387823865244,61
138,-2184.513087201864,1146.772222925322,32.166333969395225,64
139,-1575.0261233490112,848.0059313243606,23.185506022656607,53
140,-1459.972333138461,820.4478388083642,21.4905264339627,38
141,-1426.194220756193,825.3711709092638,20.977482103244167,40
142,-700.7191659523277,426.6716067598146,10.300382943707314,24
143,-2065.895619611243,1487.1582222808781,30.299887725678957,61
144,-1201.2088069319993,-37.46388022956632,17.886281019889747,46
145,-1114.792155642594,842.0566065408772,16.338556897496677,23
146,-2505.542950530038,289.85201586784285,37.19859985435537,64
147,-1778.6567819908412,629.6319673998948,26.280716408375643,60
148,-1545.8035055360874,23.046725958763005,22.996169211561185,45
149,-1495.5161079819325,668.948525458843,22.05561216477315,36
150,-758.1465314281415,1094.5152115646283,10.956193857095968,21
151,-714.2962479748846,206.81092331816123,10.567857581972046,22
152,-1937.875934987753,1103.519178871814,28.529844515034473,61
153,-1774.7909453374457,699.4496121576829,26.20241001628411,41
154,-1337.049891874719,150.74340481172055,19.8517116633703,38
155,-587.215920334009,874.0577041629942,8.483404259683764,14
156,-833.4929284896135,509.69685411212424,12.251473086419203,25
157,-1476.6002517149952,617.3905105732135,21.793191093802545,45
158,-1420.9975790371814,1235.06607500982,20.789378832395617,36
159,-1276.1911659914342,990.7975321478128,18.715404990304737,40
160,-1319.9857231997776,893.3529989749113,19.400575345539888,28
161,-1673.716009076232,1050.7146775909387,24.603448147684727,59
162,-1648.7861980277423,972.9835872369742,24.266763783973257,54
163,-1357.2838170443788,1021.8895466348004,19.910655150471467,37
164,-1265.1723033698545,1073.5453104910673,18.52680650535763,32
165,-1254.3305093939478,-91.65668399694943,18.692911355266173,32
166,-1554.5361412311088,209.77978437412267,23.077240261065864,32
167,-1637.0594009314789,578.1704425156279,24.188928453588797,48
168,-2384.1496217783806,1636.696616997123,35.004697759500566,75
169,-1099.025736020648,1029.0775303539494,16.06166942579716,37
170,-1618.8595017103082,629.6877720294867,23.919877176632713,32
171,-1412.4089268742568,-317.1901342185313,21.112391808908146,32
172,-1970.3192770543492,1448.6056640100173,28.889094699020074,67
173,-648.0273924725637,643.6375818506747,9.468075012433792,20
174,-2938.660381727567,177.73663814181327,43.67791144292753,64
175,-1029.9238265691656,1170.7896358024013,14.990446932338067,28
176,-2232.655763116337,-76.39425161264768,33.24975666887783,56
177,-1205.0418200169813,1337.65570927191,17.548195027255108,24
178,-3227.013419950689,3943.7015497887664,46.854752811829066,95
179,-1330.714263442254,20.18512198465561,19.805960729204767,41
180,-1393.5866236804507,40.205263597444116,20.72593033345985,41
181,-2233.13004043494,-121.48216567070574,33.26725719863621,68
182,-1387.4633276275224,562.9268132288909,20.497839157186675,51
183,-1083.1701560980246,1052.3740394176398,15.812093382584395,28
184,-2273.379139000514,540.6405402762668,33.68402274099685,79
185,-2143.427441504413,2861.76431634311,31.06089516633261,61
186,-1319.1994942564622,769.8964247444353,19.41594591907103,49
187,-1226.7228824870424,842.2679220286661,18.010826250691505,36
188,-729.8819603992414,173.93042891606063,10.823710592573216,25
189,-1479.2895345962381,659.8732458257896,21.82726294166254,51
190,-1161.6342077513889,1044.4971979710201,16.982801544523344,32
191,-3191.6700828948897,3.504144744467147,47.5,96
192,-1872.1238616001363,1041.550267584699,27.560905598935165,60
193,-786.8670909637182,1009.5713015255216,11.419280728172735,20
194,-1211.2750981507154,798.0076054798647,17.803049792278543,44
195,-2793.8691899297223,896.2240081635667,41.329534371524566,93
196,-2416.3682484435835,1606.2933626782954,35.492446148660974,79
197,-695.4256924290468,746.1802554273507,10.147352489888386,15
198,-1712.179302098918,1300.6293949319765,25.105159437504152,58
199,-1639.874367126083,172.52099491155903,24.351546833747793,44
200,-404.84325853435956,737.8198822722725,5.81900090608503,9
201,-2878.3324689147053,2499.3997822699916,42.09664394745989,89
202,-1289.7300467846112,904.0237725636285,18.93674957341278,41
203,-1189.1499991108421,1166.2243799569912,17.364218921305092,41
204,-632.5308800790607,970.5706561803686,9.13496230588472,19
205,-1243.5991973318326,929.8014812031148,18.248559043270387,45
206,-3287.331784936255,182.01031591085743,48.864458015149374,64
207,-3294.274581819431,544.6392964055551,48.85984815314466,64
208,-3211.2478371212896,962.3918560643893,47.5,96
209,-567.7642815462553,672.2159071850003,8.264433979204691,14
210,-712.8004238462627,760.8435051485809,10.39484454975135,21
211,-1070.7442312668438,709.8985113671852,15.738039598802088,32
212,-606.1143573387155,813.7187594611087,8.788541401034133,20
213,-2449.9512919267518,70.55801892047967,36.43660910042174,64
214,-1240.0136420336253,1130.0762291400654,18.137085081113437,31
215,-2735.6935154827174,324.1743679124566,40.62812541851886,87
216,-452.3987977889694,1255.9437388759459,6.36949290195611,12
217,-977.6386852332231,849.942850579917,14.312348634250371,27
218,-1660.146936891752,92.12332499910323,24.677149857020385,43
219,-909.996527842058,1324.7125803445906,13.166700539213776,27
220,-1373.8355580875739,916.4660375455987,20.192057103224133,49
221,-878.3986684240856,704.9315535512803,12.872768412991967,28
222,-396.87632310004756,426.168577677969,5.787246302775123,9
223,-1857.3022618080329,928.8579007081006,27.37909380645641,64
224,-1193.4395614032333,1148.047390673601,17.431973416514314,35
225,-553.9999221965712,1048.480093832492,7.947623814284543,17
226,-1554.7732546940908,1115.6261469434264,22.82754065111938,54
227,-1000.9569733264476,693.6603153903891,14.702883437777375,29
228,-1258.1116415859715,1228.5407227949668,18.368911118007023,37
229,-1276.110157288463,1101.4284754044604,18.68350577054127,32
230,-994.6534598462483,1060.3275158904767,14.49995401083987,30
231,-898.7951695780414,580.5605902745424,13.21107080018676,19
232,-2494.4371302265454,1100.3846131041869,36.806985683994945,77
233,-977.6695600559661,1309.3514864542065,14.186495987007172,21
234,-1312.3508500244031,800.5869977185363,19.30415342366118,40
235,-1599.476207255075,1107.2747621773328,23.489296309695366,54
236,-1087.24415182123,1054.700711827775,15.87649014262908,26
237,-894.1828005855078,661.0264158738353,13.127414765893313,33
238,-1714.5364414863866,646.2752455454857,25.336472270468402,59
239,-2443.9626979031773,188.93145544724854,36.3122629284856,64
240,-1806.4338794994424,509.08074390512695,26.745569414008017,61
241,-3217.058940100145,1315.4470050072957,47.5,96
242,-1223.6649769808926,473.6940623100353,18.080968686528163,24
243,-1224.5061523925801,1059.8889550219126,17.92571984065687,41
244,-1576.9836879174698,727.098766708009,23.264757627727832,55
245,-752.2318016310669,850.2570732387907,10.953521728665047,22
246,-1345.1265602000872,731.5002725602977,19.81170468376311,41
247,-662.8628852760338,828.1714115140493,9.633176444133232,9
248,-1821.8715122471344,640.9780658864054,26.933064745973315,65
249,-1229.9582787814884,1259.2106526547293,17.941578359053466,40
250,-2796.997284389698,1449.976321288274,41.200859493510904,88
251,-2135.122835085374,2635.8234094953436,31.000094745468264,62
252,-254.7506364721188,706.2843429359901,3.5993296073422463,5
253,-2633.1029433791145,1168.0709805774736,38.85180838939828,90
254,-2998.236752807761,-51.74305252208944,44.63201806336614,64
255,-384.49864645973474,889.8297023575013,5.4665483989967925,8
256,-711.5149333055996,707.8048429609654,10.398941018547328,23
257,-1040.8122085716866,1192.0983892203049,15.145390487905962,23
258,-653.185544756429,168.49343551559883,9.694429703067216,21
259,-725.057820568264,289.23101168477365,10.710910719264417,26
260,-1192.8075448116595,1032.5356730258836,17.461411180820555,35
261,-963.3109002289884,1186.9623408748446,13.995113890051961,26
262,-500.9824177982638,965.2382613637558,7.176750782306382,12
263,-1168.4370629338287,1580.7624005986263,16.9341043887181,32
264,-1320.2274072505766,873.586746466228,19.400382028590062,39
265,-650.3540135422116,811.4688313129575,9.453491620773107,7
266,-1268.127205984947,733.3475967427859,18.66607520907874,38
267,-2022.6498026111005,793.2340256254282,29.877010745514763,51
268,-1372.6203551054728,1566.1362546776982,19.973923065653565,48
269,-3199.767840831944,435.8920415971389,47.5,96
270,-1222.456095677807,155.53414287261893,18.165110309826712,41
271,-755.9848598549227,441.74608914144267,11.124255030834723,28
272,-1854.2781138475111,661.7214867031806,27.421036965973915,70
273,-1526.8140794737837,627.5353358730621,22.546329951730986,54
274,-1493.3595246468792,356.37232029807,22.1492868785851,51
275,-949.0772750155718,723.4533237949508,13.930181674697506,32
276,-431.36410688954044,616.2033155341592,6.250595841947281,9
277,-984.8762108455004,926.491747210623,14.39280321281678,35
278,-1307.736489228998,829.6790592542642,19.229061131605828,41
279,-1088.3895240802944,1198.1118135840536,15.853828687628171,33
280,-1473.4903153516477,1110.590958650625,21.609799050277328,52
281,-607.4752991007454,751.5873623087781,8.817612378788242,18
282,-1186.835683566523,1395.7006668939462,17.25850699745006,43
283,-822.5939220108287,502.71050502919957,12.10847785580721,30
284,-937.1549935601699,911.0812936014847,13.686508447740186,22
285,-961.8461454724203,934.1489504031983,14.0515352152434,26
286,-3073.2786815889726,1665.7373622772682,45.265832356301,95
287,-1369.4406914630574,920.9119888131149,20.121613864386827,49
288,-696.8223731571617,740.9878861372649,10.16149725348834,21
289,-960.553185042532,626.1942012940187,14.120971741319211,31
290,-641.5564323348982,440.4829273129436,9.415874609949988,20
291,-808.2152814936056,992.5378616711897,11.744263753871754,25
292,-1356.62633839716,628.8749987389747,20.020816047952092,54
293,-3072.484763903722,552.5686223161002,45.55704451573509,64
294,-3087.658484308798,334.8225813611356,45.847649295856804,64
295,-1162.8947766128938,830.2911866520304,17.0772165607121,37
296,-1477.6875805736988,1150.6941169023,21.672227652316266,48
297,-2360.70373496728,2483.838805515884,34.39846664965718,75
298,-512.9733729709151,562.0697827287631,7.48931513863601,12
299,-1199.660046517396,695.0006042043094,17.669048131448065,37
300,-1610.783669452211,308.11841054160857,23.897638411330036,53
301,-834.6778812982384,887.7047423613711,12.169252774568612,23
302,-1324.6684604053728,817.4998644937367,19.480929510647293,45
303,-607.2334707459534,1012.0598536235901,8.748396929664905,16
304,-1768.1983338856191,710.3549325861616,26.114452905266308,62
305,-3192.6705681138965,33.528405694902915,47.5,96
306,-531.2587221721461,1149.0734520563558,7.57629840968778,20
307,-3197.107911744658,255.39558723288994,47.5,96
308,-3174.434967339959,4.225228645327519,47.23735807689064,64
309,-676.3855764010285,839.9148460278556,9.865138087507018,21
310,-614.9630403961975,843.2096431840012,8.93227451685294,26
311,-1309.7580523213253,599.4806825895923,19.342536289725192,47
312,-1874.5358488047814,235.50468998804922,27.824788020908045,43
313,-1471.0537400218102,793.3584492059842,21.667210878537073,58
314,-896.4333047049173,712.7158282897565,13.147008752070272,34
315,-1054.0805772062563,914.2503297838607,15.427017419800292,29
316,-1056.9673977327868,412.56731013749356,15.640119814435076,29
317,-1047.600483754406,988.108918152192,15.307861687371464,34
318,-1206.6206627585736,1230.4133635510489,17.60137493285048,39
319,-1576.5640981782296,821.7309473718464,23.229605345696324,51
320,-605.1694750197165,338.7856416535656,8.91731788968222,13
321,-918.5562246588015,619.4160151288007,13.502498576729538,30
322,-1260.4259748747813,512.4170109848419,18.617970753795888,41
323,-1326.4888821643917,308.2259785944175,19.6566125385789,47
324,-1473.9074056458026,801.1492106903202,21.708101509404703,53
325,-320.02051538977645,873.6210816140016,4.519316871391315,3
326,-1151.0605533394723,323.7825765129073,17.036977705494262,39
327,-1971.765562485475,98.59336095094717,29.312406179560345,46
328,-506.1149315724803,1018.4543677275159,7.24175363419539,14
329,-1979.9104166393256,373.97053328242947,29.358348303179714,47
330,-1020.9581046583535,374.2461380279029,15.086654492526717,28
331,-2255.6454049438134,2442.091659635596,32.84752338915329,63
332,-418.692762547369,738.7937139992642,6.02926917064559,8
333,-705.8716587220617,589.6289586717712,10.344926778997413,16
334,-1603.1790616795313,1172.4104162521603,23.52501269872749,51
335,-1139.1157618270831,582.6852662716026,16.807471078893624,37
336,-3152.5966675492646,-41.94667274832527,46.927613110182016,64
337,-3204.3380423849258,616.9021192462942,47.5,96
338,-1964.0012794447614,1534.3401546334273,28.777745183810904,59
339,-1515.2478975117058,17.777007864808272,22.55048150825014,39
340,-1144.906961473637,655.7795466607769,16.85478229970866,43
341,-803.9230961350165,282.2559246942792,11.905178238707295,29
342,-740.644908243805,466.080211385556,10.896924166906155,24
343,-2981.189383767071,219.00510713741687,44.297757167028614,64
344,-463.5386411245353,985.5439440158605,6.617228604824674,12
345,-2970.5196513542624,435.3060483494572,44.074606106953475,96
346,-1335.5660529756653,621.0788308401169,19.70304280295927,48
347,-1696.822765606673,456.1205629655009,25.127237415883382,58
348,-229.55457569869137,1039.486750896302,3.125964891082816,3
349,-1569.3941268674223,847.6289664380006,23.118177790753915,61
350,-450.3000726264219,888.653481665058,6.45129468739763,13
351,-642.8172514590024,736.6728238449535,9.362854091995588,14
352,-636.5999105662931,860.3460023330449,9.235014739875483,15
353,-440.502419914333,837.6830315422586,6.319177965528095,7
354,-501.6203623926151,865.1351975053517,7.213060393489699,12
355,-431.7364185284063,1082.0029058081843,6.122713696610755,4
356,-2462.0884536181334,237.10563246710382,36.56765388346414,64
357,-1171.7170112953554,222.9835790914527,17.385525888594152,43
358,-646.5648240717369,804.5739119397433,9.396924789180682,19
359,-950.7397975834111,243.9890726076126,14.09166690671516,24
360,-1765.604610252866,999.993326134945,25.98890987693701,60
361,-999.470710029937,1164.872673497654,14.551685365475942,34
362,-378.5731540469172,971.2462475980773,5.365301028198748,8
363,-2083.208011884336,1879.5739090209693,30.45337103726068,61
364,-852.594885552757,779.1368887249176,12.480835532414567,28
365,-1548.1562482998784,716.8399124125317,22.832878721006352,59
366,-1076.3645903112576,769.1688321847517,15.809988298624441,36
367,-910.5511645867784,1078.1412497208798,13.237177672505377,30
368,-1245.5565762009157,497.97457440586584,18.40397447489283,42
369,-1239.8052231677334,407.1620853712949,18.3565771050641,43
370,-1169.1007059537026,475.1723998616484,17.274512767209377,29
371,-337.2213503408102,713.1045425700964,4.82454255192572,5
372,-1144.4704217974088,626.9645448369306,16.859094209831397,42
373,-287.17945567798904,863.7950991819981,4.0313028823563855,5
374,-2089.2874277097117,-105.23706510506865,31.126371562675782,50
375,-1795.1588406755527,1579.0570596704204,26.25562052800811,55
376,-1423.7217464397147,652.3043813225898,21.004846113292608,55
377,-1474.9202355393777,665.1708295377935,21.768107424830685,52
378,-2000.5435188239921,628.5135295217566,29.600048336808886,69
379,-976.3209459446335,1150.808077386704,14.215100958287186,33
380,-2420.6672688486888,231.84627263617028,35.961017014820904,75
381,-638.8658826380749,775.5387353308578,9.290998629932405,19
382,-1004.9036883974854,1434.033073686038,14.547217662556017,35
383,-1187.345716995318,118.05771913365226,17.65081194364055,48
384,-1006.1143203586299,820.5213229552277,14.735921040171505,28
385,-892.8388352085755,574.5769777083125,13.131656185333464,30
386,-867.1968989141327,753.8085494044703,12.70566559413755,24
387,-704.1784896578529,815.3662636117642,10.254779231928831,22
388,-3207.223777550874,380.30845698059966,47.628238220405684,64
389,-1679.131407405832,490.2205380962971,24.85828864053433,52
390,-1491.3223659988503,743.6168259581684,21.982887343447715,46
391,-1477.0732070818033,419.70391943847255,21.872457272217783,56
392,-1439.9822095840882,718.6976644206362,21.224081194876128,55
393,-1002.1813880036511,1201.3598749886823,14.571490930117221,38
394,-807.5938415349048,828.146803836774,11.78096585503229,28
395,-2142.9315602314837,1748.9068426686351,31.38472356217429,59
396,-1972.5360106321466,1333.214918350132,28.96981714680274,60
397,-576.2781502919363,975.4205334276907,8.304609220586046,18
398,-3195.851852716646,285.0926358322665,47.5,96
399,-536.5351802862912,764.0395242445087,7.77610699109228,15
400,-1066.9710932445578,794.5965085224819,15.657428021936125,36
401,-1234.3930632366362,152.28858875056608,18.355614456274182,39
402,-2472.6381712633524,473.09952248762085,36.66482411924999,64
403,-899.1907423938791,714.5871870355758,13.183020813291185,33
404,-1446.3847419906365,643.7585956619571,21.345380507104135,55
405,-1368.7789468343233,565.5070024920626,20.211589386673836,52
406,-1398.7477355999993,566.7838929676478,20.660893716378677,49
407,-2443.1799113123275,262.065245880857,36.28777688087368,80
408,-1052.2687898134952,292.2496008580343,15.585175562445455,41
409,-693.7422473645897,636.1561485022218,10.149838160633111,23
410,-838.8922171197298,790.274006711351,12.273612157522367,26
411,-594.2860416779366,562.576493200005,8.693221901993105,19
412,-1188.6014396413245,750.6587355093483,17.477503942427635,42
413,-1261.0989871693964,858.487418322135,18.525732720282043,43
414,-987.2284514608317,502.5619518258795,14.553976375361822,38
415,-3193.2687729814465,95.93864907237054,47.5,96
416,-1417.3169305524045,678.4608222994851,20.910680269440686,43
417,-960.957027352907,975.3597671018151,14.038687976352234,36
418,-544.2686786984212,691.2014701027219,7.900962043100694,18
419,-784.233414114746,750.7447293239544,11.466049397742061,23
420,-1099.621445422064,804.5700269941166,16.13735185836578,36
421,-3193.141338985759,122.06694928799944,47.5,96
422,-3005.573919853698,307.45161086994557,44.644715589825886,64
423,-2520.5342849326553,1632.7664183832055,37.042841615550465,84
424,-1491.4412116243668,1350.4644857596088,21.807022647457945,62
425,-745.0665646750847,485.4922033165877,10.959921437630257,27
426,-786.0326680024227,1399.9342495132798,11.306309271014241,26
427,-1130.5477131265684,933.1838493866064,16.566726728256487,42
428,-645.9636913256752,801.5994876826969,9.385144368631257,20
429,-1666.288470653946,717.9689963239199,24.595670992968255,55
430,-553.403197162614,775.674531671122,8.029608728112967,17
431,-964.1703723503299,526.7319732607675,14.206632929838017,33
432,-810.7334738402483,565.3952283859676,11.914070971317393,25
433,-1124.8169521038678,464.5323870823373,16.61125452919972,40
434,-1089.4899675441122,596.8853287058803,16.052116978720154,45
435,-396.74763339580073,1014.210745076399,5.632640156164775,7
436,-630.6278014910729,1377.1138424654102,9.012433402407213,17
437,-297.4412370211847,733.4043466220592,4.224302828701542,5
438,-1395.4436569044908,963.9387619584576,20.492780977162525,51
439,-656.3435061152153,441.4271128457841,9.649032200272309,11
440,-980.7770808756064,1180.5657031876774,14.271067958509716,30
441,-440.22313434598624,692.8102473106185,6.366323354163303,11
442,-971.1590457126613,1325.2666353083412,14.085620729263326,37
443,-1205.9536131590385,1296.9328325188776,17.594716614712205,32
444,-986.2235357226616,572.434631363782,14.522691117490856,35
445,-342.18665122624634,754.8040148824454,4.880812067389838,3
446,-310.75112878770915,685.1732222285953,4.431512862249067,7
447,-665.659351995584,843.8250753933817,9.668643608448159,20
448,-1135.4237304107155,617.4515820750687,16.72060563644665,45
449,-1126.0158579799624,-25.21156512025489,16.790477519082845,30
450,-725.2481809455527,845.4413512917188,10.563085623805334,22
451,-2399.941431031671,-102.44180636571708,35.75134326129443,74
452,-2384.883137296027,395.07485912447277,35.38588750168956,81
453,-2059.65487594685,228.2259179776875,30.59732674981096,72
454,-592.8918933320177,1345.9968440788352,8.463124351941088,18
455,-3013.0737882497097,112.3688296669746,44.84265493536267,64
456,-632.187109604114,816.1086256636595,9.186234182899412,22
457,-1632.4377284693228,158.71193633536396,24.260617406884155,40
458,-1241.9328146030734,448.9816837660794,18.36016638285346,51
459,-427.9985609594451,907.5453416168116,6.112316281653409,9
460,-781.836459601846,719.1473958861108,11.433087971489934,27
461,-2144.7869587964647,386.0885366850543,31.817190298553033,77
462,-719.0828335737699,955.5209095470476,10.435601419387334,25
463,-784.344515595009,532.9281516171759,11.522856436944432,29
464,-696.5284554910639,814.1621637746584,10.138321610350756,22
465,-2473.881265913098,85.17482230411383,36.80249656944964,32
466,-3198.440049228877,419.5024614438323,47.5,96
467,-957.33152578627,700.7269135635277,14.050848028497022,28
468,-1900.362935798451,823.5141530890918,28.04899780858139,59
469,-3054.5637437464015,1757.4108427395345,44.95037986445849,92
470,-1464.9117565972438,-13.413055874097594,21.822619311231048,45
