label,lambda_comfort,lr,max_steps,mean_cost,std_cost,mean_comfort,std_comfort,mean_violations,mean_minutes
lambda_comfort=0.3,0.3,0.0003,200000,649.3617900332318,330.0005143986111,2.2491535358607293,1.3279946790348565,0.34,5.1
lambda_comfort=0.5,0.5,0.0003,200000,740.9417648549259,368.95789818697773,0.9086689192913971,0.4117914793450968,0.06,0.9
lambda_comfort=0.7,0.7,0.0003,200000,642.2920045256644,363.35055061446957,1.7843755711312068,3.25111114795079,0.98,14.7
lambda_comfort=1.0,1.0,0.0003,200000,667.4431609584791,311.81625788115485,2.2092946656283177,2.842915750212786,1.44,21.6
lambda_comfort=1.5,1.5,0.0003,200000,622.7657676500352,337.8646291356834,0.3909508095901918,0.23411047538051433,0.06,0.9
lambda_comfort=2.0,2.0,0.0003,200000,675.699064340247,308.8976678313223,1.6529420867616136,0.8387337207395859,0.26,3.9
lambda_comfort=3.0,3.0,0.0003,200000,617.9922855355157,333.4837264531345,0.41552097829213835,0.2552422841550126,0.06,0.9
