episode,total_reward,total_energy_cost_p,avg_comfort_penalty,violations
0,-4663.245278790103,1165.9433205250375,47.449489028516666,95
1,-4053.269759039316,967.4882991712494,41.29500967835616,93
2,-2903.07026731114,1250.7654786294643,29.03326791091867,92
3,-3988.6752186780473,1244.3948956075285,40.35141384497181,94
4,-3410.7570855080503,1520.0458853387743,34.0057551768143,95
5,-4192.850362497722,1150.776084858449,42.534091187623716,96
6,-4580.753978850689,1712.197079223013,45.97744032217073,94
7,-4841.117470529356,1283.0435265244862,49.173053311217814,95
8,-4148.506708767505,1685.3665330467043,41.558021411071195,91
9,-4627.908905238778,1231.91379823241,46.97830755641186,95
10,-4582.54214115894,1417.625330847293,46.351870917439726,91
11,-4702.602630054645,1414.4333466751866,47.59332599361593,92
12,-3371.9633714980046,1510.4224830840449,33.62001169989167,94
13,-4726.602553376614,1357.7916554366946,47.84503528992652,95
14,-4282.09328459719,1335.9896235836848,43.298899189987736,94
15,-4516.41122839605,1127.6341470075904,45.93695639265931,92
16,-3537.0384940263198,1204.0954042821259,35.66800993331361,95
17,-4623.853264853089,1568.0959096476317,46.60566326967006,96
18,-4715.551155994662,1447.2495205771643,47.639856291009856,96
19,-4844.881150961122,1444.8497351536812,48.9655851817266,96
20,-4188.839500188173,1990.8102557971974,41.56415077717141,95
21,-4128.659522444425,1158.8209286197364,41.835181558150516,91
22,-3887.9716185557845,1883.3201072177426,38.58270424827094,79
23,-4549.882203331473,1382.6280471477485,46.01791040225728,92
24,-4005.0578183266607,1252.5376088857154,40.461500598313414,93
25,-4548.607367126913,1253.4789609598301,46.105827823238876,93
26,-3534.0816304575055,1564.7437821502708,35.25007554419249,88
27,-4401.526324443793,1215.6115644952174,44.62047049994033,96
28,-4654.052940352998,1629.738901380245,46.88207343973931,93
29,-4764.614271463704,1563.0864019774147,48.07505865902045,96
30,-4560.682783412753,1353.0660968943798,46.17162680961787,93
31,-4774.749968681197,1748.3927973221994,47.98552800988515,95
32,-3373.182504378526,1592.7405745626927,33.521962988773524,86
33,-4205.001600739378,1366.5965341684414,42.40564528460973,94
34,-4065.2425818232223,1374.7941022814869,41.00586637078201,95
35,-4000.9325129585545,1383.209244638187,40.26678738015351,92
36,-2692.500916273432,1858.6805453039428,26.170133976489954,93
37,-4680.90139473557,1753.7864343655926,46.940861992698025,96
38,-4668.4544481168905,1702.3629649001496,46.878314079446604,94
39,-4856.949076586128,1712.7919857291308,48.85593622930434,95
40,-4270.785288863355,1528.6192603382128,42.897118362807646,95
41,-2995.779383552059,1482.1225438308363,29.671532595510154,79
42,-4731.977781540658,1470.531181793226,47.789840243347236,96
43,-4625.672656776858,1336.4577628027848,46.84819667183939,94
44,-4746.508100284947,1539.087043106499,47.86249370806561,96
45,-4673.301892173384,1734.2143865153485,46.92062972418591,94
46,-4112.877197520898,1378.8209387519137,41.43328232964277,90
47,-4574.8341191334885,1248.7395857786285,46.41208500578775,95
48,-4164.853790982506,1134.4260059037097,42.26365823325141,96
49,-4180.513311610102,1311.7070596168503,42.23794380883769,92
50,-3770.025515497169,1526.6183203994503,37.73608003601275,87
51,-4237.671192279025,1353.5851910127424,42.75429867893488,89
52,-3781.47039948249,970.0181577039966,38.38925608033424,93
53,-4830.433202765281,1436.3794018915048,48.86870065183472,96
54,-4368.743033210276,1613.0363695835138,43.88166037762422,94
55,-2853.6911778842664,1515.0532882275302,28.238394261057426,82
56,-4403.11970999016,1433.6896977393906,44.44427854391896,96
57,-4012.408732905959,1300.6444102050073,40.48171137380685,95
58,-2293.266186933918,1337.0529114681426,22.548550997782332,89
59,-4590.878192043511,1593.459592564646,46.21596075819841,91
60,-4088.6340355113593,1284.8002339226878,41.34743762624053,92
61,-4901.281539279696,1707.6555895231165,49.31266646174359,96
62,-4756.6103737269395,1527.2507649859792,47.98734684612856,96
63,-872.9044386241759,1236.161373930831,7.868628137823884,68
64,-4606.516170648908,1484.531892622294,46.535031056111244,96
65,-4794.704116179384,1255.857402079035,48.72623308303624,95
66,-4931.548914920742,1374.4891492074396,50.0,96
67,-4772.555547705155,1291.2242155189685,48.45659506409643,95
68,-4886.651187423043,1288.4056958657416,49.65219393579653,96
69,-4731.111907418125,1073.124865280092,48.246868967605344,96
70,-4575.365731319919,1205.6599126801946,46.49583062554061,94
71,-4914.300582923976,1911.266252773237,49.28827039215263,96
72,-4214.122402840129,1720.4240667609665,42.18416662670868,92
73,-3046.928536575536,1351.9746345643039,30.390948678324026,88
74,-3930.1986856669655,1807.8567875080114,39.11992715537671,96
75,-3683.667811038759,1488.0093765508882,36.84548826441323,96
76,-4589.868901377179,1513.0370375219354,46.30172080859361,93
77,-4283.20770235129,995.5533841647534,43.648462124321014,94
78,-4683.365697201084,1580.7342082966202,47.15408621220231,94
79,-4939.740535677726,1452.4053567772644,50.0,96
80,-3309.8970756668805,1171.8554645604067,33.279286762612905,90
