episode,total_reward,total_energy_cost_p,avg_comfort_penalty,violations,alpha
0,-4503.335716969498,1432.6344658964035,46.64878153803718,95,0.19999998807907104
1,-4505.874327516001,1388.8707442436273,46.68017617324089,95,0.19999998807907104
2,-3089.3596697339185,1704.813706466107,31.875660370881207,60,0.19999998807907104
3,-4491.057305458347,1279.0369793769387,46.56486006115426,95,0.19999998807907104
4,-3922.0278164009965,1754.2186725941128,40.49472336405328,87,0.19999998807907104
5,-3891.2659481745613,1713.3712023021124,40.20988045967207,64,0.19999998807907104
6,-3394.1043730687143,1152.4989817713501,35.15473326493008,56,0.19999998807907104
7,-5101.388492845645,1761.108050346615,52.7767326233199,63,0.19999998807907104
8,-3848.8432538746147,2097.6539969912155,39.65510597848739,83,0.19999998807907104
9,-3588.259516026791,1282.2819854077006,37.152748711652464,32,0.19999998807907104
10,-4523.448780056558,1201.611054389633,46.91058915592464,96,0.19999998807907104
11,-3080.2749248877476,1353.1904075122472,31.830844966015643,57,0.19999998807907104
12,-4218.482927103541,1146.1237442858633,43.71937971060234,92,0.19999998807907104
13,-2684.2478098286765,1264.3319491124753,27.720949696316968,58,0.19999998807907104
14,-3545.8900431318452,1262.32441975238,36.67962036184164,56,0.19999998807907104
15,-4281.086049998568,1188.5122172925408,44.38714380888249,58,0.19999998807907104
16,-3758.3991937710657,1345.253219667829,38.884834681017814,62,0.19999998807907104
17,-5320.523113431221,1683.2020868457978,55.106344496815666,64,0.19999998807907104
18,-4936.267967253094,1576.7167517054363,51.11962116894779,57,0.19999998807907104
19,-4612.29979931737,1258.9798554174915,47.831981273010605,64,0.19999998807907104
20,-3437.6227761237155,1395.0764317452179,35.542929661341766,64,0.19999998807907104
21,-4152.215941981036,1566.286712084173,42.93271049728494,92,0.19999998807907104
22,-4473.694277143389,1638.1924017281963,46.26958780321693,94,0.19999998807907104
23,-4078.2842152791463,1122.9223873634187,42.281518411790394,62,0.19999998807907104
24,-4401.9723363660605,1238.0249054005915,45.63606081518802,94,0.19999998807907104
25,-3190.1955281830915,1510.8504430951782,32.935713742929046,53,0.19999998807907104
26,-4503.746256975956,1421.9403549047856,46.62820260289437,95,0.19999998807907104
27,-3144.1458644076783,1412.9759388554137,32.48475360031843,32,0.19999998807907104
28,-4130.197278541157,1147.873859894438,42.792602097325705,88,0.19999998807907104
29,-4231.31087646704,1697.8344166767527,43.77243945972401,89,0.19999998807907104
30,-3090.3250486860497,1537.4239127306223,31.890901775327464,30,0.19999998807907104
31,-4020.7915933796166,1422.089015751056,41.61874805275621,64,0.19999998807907104
32,-4670.934145270555,1248.0898668839575,48.403878624300795,63,0.19999998807907104
33,-4405.150142817916,1497.463312725856,45.58907163086874,93,0.19999998807907104
34,-3043.018170309995,1468.9160864654286,31.417602589382156,61,0.19999998807907104
35,-3264.1406966202308,1182.4759696230956,33.767095596122594,75,0.19999998807907104
36,-3169.532280703361,1576.5703591654724,32.720321599167214,62,0.19999998807907104
37,-4057.494022486685,1462.4754152797873,41.970776189386335,59,0.19999998807907104
38,-4296.3301640924965,1227.9216941170134,44.51324718968912,91,0.19999998807907104
39,-4186.251261675456,1253.0545957735803,43.37802260166651,90,0.19999998807907104
40,-5374.380537337405,1441.7896580368115,55.695257751840295,32,0.19999998807907104
41,-4751.20144724143,1595.2235200265807,49.16976017542604,60,0.19999998807907104
42,-3314.735880420748,1488.191093153605,34.25335477664245,61,0.19999998807907104
43,-3751.4082288015766,1633.1628926631834,38.771301780711596,58,0.19999998807907104
44,-4001.164900965178,1000.1273707795546,41.49596201614152,84,0.19999998807907104
45,-4503.43577068369,1396.393478447985,46.62820730327845,95,0.19999998807907104
46,-3183.5959678476584,1078.177693206323,32.95190014566179,58,0.19999998807907104
47,-2054.877427446977,1726.2959077081757,21.06147405513348,24,0.19999998807907104
48,-2510.508320062859,1223.836491586258,25.938349898240986,53,0.19999998807907104
49,-4294.54130352713,1424.4145353134472,44.460448050217316,59,0.19999998807907104
50,-1921.2955571605742,1430.7279153256331,19.731052071396476,19,0.19999998807907104
51,-4499.042402967342,1620.073652850305,46.54886385323267,32,0.19999998807907104
52,-3881.0553373067632,1432.1961996901111,40.16938972200999,83,0.19999998807907104
53,-4196.100584818742,1834.5491057659235,43.32822502816066,88,0.19999998807907104
54,-4354.726587671747,1602.1757939370527,45.0545111645105,62,0.19999998807907104
55,-4349.516407399246,1444.7067518556732,45.01064867043889,91,0.19999998807907104
56,-3863.666024145728,1339.0023631338522,39.997249759198446,84,0.19999998807907104
57,-2618.681265298117,1757.8196731376984,26.924738248285035,32,0.19999998807907104
58,-3861.784383736688,1708.1245057361743,39.905436391895456,84,0.19999998807907104
59,-4249.503337498016,1451.084686735608,43.99303795586775,89,0.19999998807907104
60,-3778.412246232733,1693.2661819978791,39.05569711034141,32,0.19999998807907104
61,-3496.8162740547036,1613.8686368141625,36.120717722066885,64,0.19999998807907104
62,-2985.072346775939,1481.7792473396257,30.79986210238693,56,0.19999998807907104
63,-4872.598040157563,1762.5821505696783,50.419754136939275,64,0.19999998807907104
64,-3822.573365508047,1563.5402494261493,39.542735005411714,62,0.19999998807907104
65,-2183.0077490416043,1420.8051336031392,22.493142149682726,49,0.19999998807907104
66,-3589.9112851998666,1587.1700330049237,37.11424879728926,78,0.19999998807907104
67,-2686.742130049111,1289.9448069824898,27.756179519890228,55,0.19999998807907104
68,-2220.902650209542,994.4932185690981,22.95742485248084,47,0.19999998807907104
69,-3911.3184732864192,1326.7055493513847,40.496191273951965,64,0.19999998807907104
70,-3338.2609258580774,1457.0459987405625,34.50385422795069,60,0.19999998807907104
