episode,total_reward,total_energy_cost_p,avg_comfort_penalty,violations
0,-4860.036946093064,1402.4812371873759,49.25509189973258,96
1,-4840.774661119752,1119.2603493436827,49.28383985609775,96
2,-4039.828561352916,1205.053311132613,40.86690864832972,96
3,-4871.140932030748,754.4093203074729,50.0,96
4,-4700.324188862506,1219.267725264198,47.716639753500914,94
5,-3630.130236970086,1569.0428289739586,36.27943702159052,94
6,-4785.555659667149,1029.458842956221,48.82406016012008,96
7,-4023.635948349803,1394.0913230104468,40.55757100050789,88
8,-4853.065771778149,1288.0327124831463,49.27565104718578,96
9,-4776.905106194385,1466.5481269346033,48.275523890634645,96
10,-4293.863356038687,1853.7212334838446,42.846783673857296,95
11,-4891.47101861019,951.7101861019144,50.0,96
12,-4609.477270703514,1779.9295622830905,46.2040032757834,92
13,-4778.176165278337,1490.3791686362026,48.27123175431998,95
14,-4863.644694166791,1314.4469416679137,49.333333333333336,96
15,-4683.510023077548,1423.1888642651656,47.39469934011492,95
16,-4827.774223802437,957.7422380243876,49.375,96
17,-4607.923586564735,1411.3950389366853,46.58212586115693,90
18,-4726.362009729285,1261.7399592728539,48.008208477104176,95
19,-4575.885178436302,1373.129785290896,46.327835415700115,92
20,-4334.249962174089,1295.9271374491948,43.88913800447053,95
21,-4479.737192229546,1729.0733849289998,44.89197764309004,96
22,-4800.0681614900905,1672.520199736411,48.275168140796346,96
23,-4323.923933893153,1111.7225272750238,43.9411633454755,91
24,-4504.038253088884,1737.689884230961,45.18405484026861,92
25,-4849.960816174772,1165.608161747741,49.375,96
26,-4131.81974532041,1426.4474782235027,41.638281223938144,96
27,-4858.633724049865,1610.5875907405323,48.995572551831394,96
28,-4727.3464080741305,1653.3350300399602,47.62096776114722,92
29,-4388.998957641821,1462.5321059138785,44.21922653177534,94
30,-4876.6424496780355,1419.4244967803636,49.375,96
31,-4951.747370870816,1572.4737087081435,50.0,96
32,-4141.812414540582,1229.4667475424878,41.90380978944095,96
33,-4703.549984518501,1475.0189667989246,47.48070924831885,96
34,-4698.574744006542,1301.1235059090948,47.68606659807951,95
35,-4742.493145876605,2322.9485552533506,47.07602385782573,94
36,-4924.395461762891,1319.9546176288995,50.0,96
37,-4509.648015865153,2159.3922883495425,44.761549864897894,94
38,-4438.723452170193,1176.4146389070647,45.07793737791133,96
39,-3449.6043102101116,1435.5492965319181,34.530722714134576,82
40,-4907.851837886257,1567.8207941014853,49.56322665079279,96
41,-3837.264727063197,1476.9529987201051,38.5132231999082,94
42,-3515.3660478202364,1181.8291153243965,35.41857433633121,96
43,-4528.347606249069,1405.2456722430334,45.77315665650796,95
44,-4821.702156264443,975.0219312994207,49.27604128265106,96
45,-4479.097358935959,1328.805377856409,45.34496688698247,93
46,-4716.049644423089,1209.63514187184,47.965480523290665,95
47,-4151.868723449913,1467.7827653123513,41.806150488736215,95
48,-3559.148307673935,1650.535351013063,35.40932054763155,89
49,-4046.3690430001157,1559.679496184339,40.546886389392505,96
